timestamp,step,scenario,mode,cpu_util,memory_util,queue_norm,latency_norm,req_rate_norm,threat_level,freq_dev_norm,renewable_norm,ev_demand_norm,predicted_load,legit_incoming,atk_incoming,total_incoming,rl_action_idx,rl_rate_limit,rl_accepted,rl_rejected,rl_rej_legit,rl_rejection_rate,rl_reward,rl_legit_term,rl_overload_term,rl_latency_term,rl_security_term,q_max,epsilon,train_loss,static_rate_limit,static_accepted,static_rejected,static_rej_legit,static_rej_rate,static_reward
2024-01-01 00:11:57,717,NORMAL,Training,0.425,0.506,0.048,0.427,0.037,0.052,0.031,0.234,0.156,0.193,238,0,238,3,750,238,0,0,0.0,0.2438,0.3,-0.0,-0.064,0.0079,0.7567,0.5193,0.018904,500,238,0,0,0.0,0.2447
2024-01-01 00:11:58,718,NORMAL,Training,0.289,0.378,0.052,0.339,0.04,0.02,0.01,0.156,0.148,0.198,259,0,259,7,3000,259,0,0,0.0,0.2491,0.3,-0.0,-0.0509,0.0,0.6192,0.5188,0.017406,500,259,0,0,0.0,0.2524
2024-01-01 00:11:59,719,NORMAL,Training,0.346,0.422,0.048,0.358,0.037,0.04,0.149,0.233,0.128,0.194,241,0,241,0,100,100,141,141,0.5851,0.0785,0.1245,-0.0,-0.0537,0.0077,0.6778,0.5182,0.017486,500,241,0,0,0.0,0.2529
2024-01-01 00:12:00,720,NORMAL,Training,0.285,0.391,0.044,0.36,0.034,0.037,0.036,0.198,0.155,0.195,219,0,219,5,1500,219,0,0,0.0,0.2498,0.3,-0.0,-0.054,0.0037,0.6585,0.5177,0.023626,500,219,0,0,0.0,0.2522
2024-01-01 00:12:01,721,NORMAL,Training,0.358,0.458,0.054,0.368,0.041,0.088,0.138,0.34,0.18,0.186,268,0,268,2,500,268,0,0,0.0,0.2594,0.3,-0.0,-0.0552,0.0146,0.7341,0.5172,0.020637,500,268,0,0,0.0,0.2594
2024-01-01 00:12:02,722,NORMAL,Training,0.347,0.366,0.051,0.344,0.039,0.062,0.054,0.166,0.167,0.196,254,0,254,6,2000,254,0,0,0.0,0.2525,0.3,-0.0,-0.0516,0.0041,0.6393,0.5167,0.016231,500,254,0,0,0.0,0.2587
2024-01-01 00:12:03,723,NORMAL,Training,0.373,0.455,0.041,0.391,0.031,0.062,0.089,0.253,0.18,0.191,204,0,204,2,500,204,0,0,0.0,0.2518,0.3,-0.0,-0.0586,0.0104,0.7392,0.5162,0.019075,500,204,0,0,0.0,0.2518
2024-01-01 00:12:04,724,NORMAL,Training,0.349,0.459,0.059,0.406,0.045,0.061,0.131,0.083,0.138,0.202,293,0,293,3,750,293,0,0,0.0,0.2483,0.3,-0.0,-0.0609,0.0092,0.7043,0.5156,0.018152,500,293,0,0,0.0,0.2493
2024-01-01 00:12:05,725,NORMAL,Training,0.291,0.415,0.038,0.359,0.029,0.015,0.034,0.188,0.137,0.196,191,0,191,2,500,191,0,0,0.0,0.2486,0.3,-0.0,-0.0539,0.0025,0.6662,0.5151,0.018343,500,191,0,0,0.0,0.2486
2024-01-01 00:12:06,726,NORMAL,Training,0.33,0.415,0.058,0.343,0.045,0.049,0.079,0.284,0.037,0.195,292,0,292,2,500,292,0,0,0.0,0.2567,0.3,-0.0,-0.0515,0.0081,0.6585,0.5146,0.019142,500,292,0,0,0.0,0.2566
2024-01-01 00:12:07,727,NORMAL,Training,0.334,0.412,0.048,0.367,0.037,0.03,0.083,0.231,0.141,0.193,239,0,239,2,500,239,0,0,0.0,0.25,0.3,-0.0,-0.055,0.005,0.6842,0.5141,0.020964,500,239,0,0,0.0,0.25
2024-01-01 00:12:08,728,NORMAL,Training,0.306,0.392,0.036,0.328,0.028,0.036,0.13,0.23,0.197,0.191,180,0,180,2,500,180,0,0,0.0,0.2569,0.3,-0.0,-0.0492,0.0061,0.6724,0.5136,0.01514,500,180,0,0,0.0,0.2569
2024-01-01 00:12:09,729,NORMAL,Training,0.362,0.378,0.044,0.349,0.034,0.095,0.034,0.177,0.147,0.196,221,0,221,2,500,221,0,0,0.0,0.2634,0.3,-0.0,-0.0523,0.0158,0.6529,0.5131,0.019038,500,221,0,0,0.0,0.2635
2024-01-01 00:12:10,730,NORMAL,Training,0.343,0.447,0.054,0.377,0.041,0.037,0.086,0.221,0.144,0.193,269,0,269,5,1500,269,0,0,0.0,0.2471,0.3,-0.0,-0.0566,0.0037,0.7089,0.5126,0.024977,500,269,0,0,0.0,0.2495
2024-01-01 00:12:11,731,NORMAL,Training,0.326,0.398,0.045,0.359,0.034,0.061,0.149,0.239,0.199,0.19,224,0,224,0,100,100,124,124,0.5536,0.092,0.1339,-0.0,-0.0538,0.0119,0.7088,0.512,0.02374,500,224,0,0,0.0,0.2564
2024-01-01 00:12:12,732,NORMAL,Training,0.355,0.449,0.049,0.351,0.038,0.088,0.115,0.185,0.176,0.194,244,0,244,0,100,100,144,144,0.5902,0.0873,0.123,-0.0,-0.0526,0.017,0.7039,0.5115,0.017991,500,244,0,0,0.0,0.2621
2024-01-01 00:12:13,733,NORMAL,Training,0.347,0.425,0.049,0.407,0.038,0.069,0.055,0.075,0.107,0.203,244,0,244,2,500,244,0,0,0.0,0.2504,0.3,-0.0,-0.0611,0.0115,0.6821,0.511,0.023623,500,244,0,0,0.0,0.2504
2024-01-01 00:12:14,734,NORMAL,Training,0.322,0.454,0.055,0.369,0.042,0.049,0.124,0.17,0.144,0.196,273,0,273,7,3000,273,0,0,0.0,0.2447,0.3,-0.0,-0.0553,0.0,0.707,0.5105,0.018422,500,273,0,0,0.0,0.2529
2024-01-01 00:12:15,735,NORMAL,Training,0.354,0.416,0.044,0.368,0.034,0.065,0.07,0.173,0.124,0.196,221,0,221,3,750,221,0,0,0.0,0.2546,0.3,-0.0,-0.0552,0.0098,0.6857,0.51,0.021204,500,221,0,0,0.0,0.2557
2024-01-01 00:12:16,736,NORMAL,Training,0.36,0.447,0.039,0.375,0.03,0.045,0.067,0.21,0.18,0.192,196,0,196,3,750,196,0,0,0.0,0.2504,0.3,-0.0,-0.0563,0.0067,0.7184,0.5095,0.020883,500,196,0,0,0.0,0.2511
2024-01-01 00:12:17,737,NORMAL,Training,0.316,0.358,0.045,0.375,0.035,0.032,0.081,0.161,0.154,0.196,227,0,227,2,500,227,0,0,0.0,0.2492,0.3,-0.0,-0.0562,0.0054,0.6608,0.509,0.023048,500,227,0,0,0.0,0.2492
2024-01-01 00:12:18,738,NORMAL,Training,0.34,0.452,0.046,0.334,0.036,0.017,0.097,0.269,0.134,0.191,231,0,231,2,500,231,0,0,0.0,0.2528,0.3,-0.0,-0.05,0.0029,0.6942,0.5085,0.022128,500,231,0,0,0.0,0.2529
2024-01-01 00:12:19,739,NORMAL,Training,0.353,0.451,0.066,0.374,0.05,0.0,0.076,0.164,0.139,0.196,328,0,328,2,500,328,0,0,0.0,0.2439,0.3,-0.0,-0.0561,0.0,0.6903,0.508,0.021437,500,328,0,0,0.0,0.2439
2024-01-01 00:12:20,740,NORMAL,Training,0.323,0.408,0.043,0.354,0.033,0.065,0.033,0.118,0.23,0.195,213,0,213,2,500,213,0,0,0.0,0.2579,0.3,-0.0,-0.0531,0.0109,0.6726,0.5075,0.023255,500,213,0,0,0.0,0.2578
2024-01-01 00:12:21,741,NORMAL,Training,0.346,0.371,0.054,0.389,0.042,0.067,0.019,0.131,0.134,0.198,271,0,271,2,500,271,0,0,0.0,0.2528,0.3,-0.0,-0.0584,0.0112,0.667,0.507,0.018186,500,271,0,0,0.0,0.2528
2024-01-01 00:12:22,742,NORMAL,Training,0.36,0.415,0.041,0.358,0.032,0.105,0.07,0.222,0.101,0.194,206,0,206,7,3000,206,0,0,0.0,0.2463,0.3,-0.0,-0.0537,0.0,0.6966,0.5064,0.019771,500,206,0,0,0.0,0.2637
2024-01-01 00:12:23,743,NORMAL,Training,0.308,0.452,0.048,0.334,0.037,0.04,0.118,0.161,0.219,0.193,238,0,238,5,1500,238,0,0,0.0,0.254,0.3,-0.0,-0.05,0.004,0.6891,0.5059,0.021248,500,238,0,0,0.0,0.2567
2024-01-01 00:12:24,744,NORMAL,Training,0.338,0.424,0.05,0.353,0.038,0.04,0.112,0.275,0.198,0.187,249,0,249,2,500,249,0,0,0.0,0.2536,0.3,-0.0,-0.053,0.0066,0.7192,0.5054,0.024514,500,249,0,0,0.0,0.2536
2024-01-01 00:12:25,745,NORMAL,Training,0.387,0.477,0.042,0.382,0.032,0.037,0.09,0.104,0.148,0.198,210,0,210,2,500,210,0,0,0.0,0.2488,0.3,-0.0,-0.0573,0.0061,0.7156,0.5049,0.023445,500,210,0,0,0.0,0.2488
2024-01-01 00:12:26,746,NORMAL,Training,0.287,0.421,0.039,0.341,0.03,0.0,0.124,0.189,0.223,0.191,194,0,194,2,500,194,0,0,0.0,0.2488,0.3,-0.0,-0.0512,0.0,0.6867,0.5044,0.023183,500,194,0,0,0.0,0.2488
2024-01-01 00:12:27,747,NORMAL,Training,0.329,0.385,0.047,0.337,0.036,0.068,0.107,0.289,0.19,0.186,236,0,236,1,250,236,0,0,0.0,0.2618,0.3,-0.0,-0.0506,0.0124,0.7007,0.5039,0.020227,500,236,0,0,0.0,0.2607
2024-01-01 00:12:28,748,NORMAL,Training,0.381,0.44,0.062,0.383,0.047,0.094,0.101,0.216,0.138,0.192,308,0,308,2,500,308,0,0,0.0,0.2582,0.3,-0.0,-0.0575,0.0157,0.733,0.5034,0.020739,500,308,0,0,0.0,0.2582
2024-01-01 00:12:29,749,NORMAL,Training,0.342,0.385,0.055,0.406,0.043,0.026,0.104,0.197,0.17,0.192,277,0,277,2,500,277,0,0,0.0,0.2435,0.3,-0.0,-0.0608,0.0043,0.7184,0.5029,0.024272,500,277,0,0,0.0,0.2435
2024-01-01 00:12:30,750,NORMAL,Training,0.343,0.478,0.062,0.371,0.048,0.038,0.068,0.269,0.136,0.19,311,0,311,2,500,311,0,0,0.0,0.2508,0.3,-0.0,-0.0556,0.0064,0.7405,0.5024,0.021564,500,311,0,0,0.0,0.2508
2024-01-01 00:12:31,751,NORMAL,Training,0.329,0.447,0.064,0.349,0.049,0.066,0.163,0.201,0.139,0.193,320,0,320,7,3000,320,0,0,0.0,0.2476,0.3,-0.0,-0.0524,0.0,0.7143,0.5019,0.018198,500,320,0,0,0.0,0.2585
2024-01-01 00:12:32,752,NORMAL,Training,0.395,0.437,0.049,0.376,0.038,0.097,0.126,0.198,0.104,0.195,246,0,246,5,1500,246,0,0,0.0,0.2533,0.3,-0.0,-0.0563,0.0097,0.7128,0.5014,0.020113,500,246,0,0,0.0,0.2598
2024-01-01 00:12:33,753,NORMAL,Training,0.346,0.402,0.036,0.375,0.028,0.006,0.055,0.237,0.135,0.192,179,0,179,5,1500,179,0,0,0.0,0.2445,0.3,-0.0,-0.0562,0.0006,0.6993,0.5009,0.018893,500,179,0,0,0.0,0.2449
2024-01-01 00:12:34,754,NORMAL,Training,0.397,0.445,0.065,0.411,0.05,0.062,0.017,0.276,0.131,0.19,326,0,326,1,250,250,76,76,0.2331,0.1798,0.2301,-0.0,-0.0616,0.0113,0.7543,0.5004,0.018209,500,326,0,0,0.0,0.2487
2024-01-01 00:12:35,755,NORMAL,Training,0.366,0.419,0.055,0.384,0.042,0.083,0.05,0.239,0.134,0.192,276,0,276,2,500,276,0,0,0.0,0.2562,0.3,-0.0,-0.0576,0.0138,0.7289,0.4999,0.018778,500,276,0,0,0.0,0.2562
2024-01-01 00:12:36,756,NORMAL,Training,0.323,0.408,0.041,0.341,0.032,0.051,0.058,0.197,0.155,0.194,207,0,207,2,500,207,0,0,0.0,0.2574,0.3,-0.0,-0.0512,0.0086,0.6854,0.4994,0.014191,500,207,0,0,0.0,0.2574
2024-01-01 00:12:37,757,NORMAL,Training,0.357,0.387,0.069,0.374,0.053,0.058,0.127,0.101,0.048,0.203,343,0,343,4,1000,343,0,0,0.0,0.2517,0.3,-0.0,-0.056,0.0078,0.6238,0.4989,0.018281,500,343,0,0,0.0,0.2537
2024-01-01 00:12:38,758,NORMAL,Training,0.336,0.459,0.052,0.366,0.04,0.016,0.096,0.201,0.164,0.193,258,0,258,0,100,100,158,158,0.6124,0.0645,0.1163,-0.0,-0.0549,0.0031,0.7232,0.4984,0.018704,500,258,0,0,0.0,0.2477
2024-01-01 00:12:39,759,NORMAL,Training,0.355,0.348,0.064,0.316,0.049,0.072,0.078,0.184,0.175,0.193,320,0,320,2,500,320,0,0,0.0,0.2646,0.3,-0.0,-0.0474,0.012,0.6535,0.4979,0.02237,500,320,0,0,0.0,0.2646
2024-01-01 00:12:40,760,NORMAL,Training,0.36,0.4,0.06,0.413,0.046,0.107,0.079,0.135,0.133,0.197,300,0,300,2,500,300,0,0,0.0,0.2558,0.3,-0.0,-0.062,0.0178,0.7242,0.4974,0.019676,500,300,0,0,0.0,0.2558
2024-01-01 00:12:41,761,NORMAL,Training,0.359,0.444,0.068,0.368,0.052,0.05,0.028,0.277,0.153,0.189,339,0,339,2,500,339,0,0,0.0,0.2531,0.3,-0.0,-0.0552,0.0083,0.7308,0.4969,0.0197,500,339,0,0,0.0,0.2531
2024-01-01 00:12:42,762,NORMAL,Training,0.347,0.387,0.051,0.389,0.039,0.083,0.076,0.258,0.142,0.191,255,0,255,2,500,255,0,0,0.0,0.2555,0.3,-0.0,-0.0583,0.0138,0.7311,0.4964,0.021938,500,255,0,0,0.0,0.2555
2024-01-01 00:12:43,763,NORMAL,Training,0.367,0.422,0.043,0.379,0.033,0.05,0.085,0.115,0.141,0.199,214,0,214,7,3000,214,0,0,0.0,0.2432,0.3,-0.0,-0.0568,0.0,0.7021,0.4959,0.028623,500,214,0,0,0.0,0.2515
2024-01-01 00:12:44,764,NORMAL,Training,0.34,0.379,0.051,0.389,0.039,0.019,0.079,0.25,0.108,0.193,256,0,256,7,3000,256,0,0,0.0,0.2417,0.3,-0.0,-0.0583,0.0,0.7112,0.4954,0.027117,500,256,0,0,0.0,0.2449
2024-01-01 00:12:45,765,NORMAL,Training,0.317,0.449,0.049,0.344,0.038,0.053,0.032,0.148,0.092,0.199,246,0,246,2,500,246,0,0,0.0,0.2572,0.3,-0.0,-0.0516,0.0088,0.6879,0.4949,0.025194,500,246,0,0,0.0,0.2572
2024-01-01 00:12:46,766,NORMAL,Training,0.423,0.481,0.054,0.4,0.041,0.073,0.039,0.202,0.152,0.193,268,0,268,2,500,268,0,0,0.0,0.2522,0.3,-0.0,-0.06,0.0121,0.7668,0.4944,0.028097,500,268,0,0,0.0,0.2521
2024-01-01 00:12:47,767,NORMAL,Training,0.345,0.384,0.055,0.401,0.043,0.001,0.046,0.188,0.133,0.195,277,0,277,2,500,277,0,0,0.0,0.2401,0.3,-0.0,-0.0601,0.0002,0.7059,0.4939,0.025373,500,277,0,0,0.0,0.2401
2024-01-01 00:12:48,768,NORMAL,Training,0.332,0.393,0.039,0.37,0.03,0.081,0.079,0.151,0.096,0.199,193,0,193,4,1000,193,0,0,0.0,0.2554,0.3,-0.0,-0.0555,0.0108,0.6967,0.4934,0.028916,500,193,0,0,0.0,0.2581
2024-01-01 00:12:49,769,NORMAL,Training,0.317,0.392,0.039,0.355,0.03,0.053,0.088,0.272,0.132,0.19,193,0,193,0,100,100,93,93,0.4819,0.1126,0.1554,-0.0,-0.0532,0.0103,0.7177,0.4929,0.024374,500,193,0,0,0.0,0.2557
2024-01-01 00:12:50,770,NORMAL,Training,0.385,0.501,0.049,0.408,0.038,0.0,0.058,0.218,0.155,0.192,246,0,246,7,3000,246,0,0,0.0,0.2388,0.3,-0.0,-0.0612,0.0,0.7801,0.4925,0.028811,500,246,0,0,0.0,0.2388
2024-01-01 00:12:51,771,NORMAL,Training,0.355,0.426,0.061,0.371,0.047,0.101,0.154,0.248,0.178,0.19,305,0,305,2,500,305,0,0,0.0,0.2613,0.3,-0.0,-0.0556,0.0169,0.7595,0.492,0.022602,500,305,0,0,0.0,0.2613
2024-01-01 00:12:52,772,NORMAL,Training,0.368,0.478,0.055,0.39,0.042,0.044,0.0,0.286,0.141,0.189,274,0,274,3,750,274,0,0,0.0,0.2481,0.3,-0.0,-0.0585,0.0066,0.7755,0.4915,0.028186,500,274,0,0,0.0,0.2489
2024-01-01 00:12:53,773,NORMAL,Training,0.326,0.405,0.061,0.392,0.047,0.122,0.123,0.21,0.207,0.191,307,0,307,2,500,307,0,0,0.0,0.2615,0.3,-0.0,-0.0588,0.0203,0.7651,0.491,0.023648,500,307,0,0,0.0,0.2615
2024-01-01 00:12:54,774,NORMAL,Training,0.318,0.396,0.035,0.335,0.027,0.066,0.159,0.121,0.214,0.196,175,0,175,2,500,175,0,0,0.0,0.2608,0.3,-0.0,-0.0502,0.011,0.6986,0.4905,0.028239,500,175,0,0,0.0,0.2608
2024-01-01 00:12:55,775,NORMAL,Training,0.325,0.423,0.041,0.357,0.032,0.017,0.11,0.167,0.101,0.197,206,0,206,2,500,206,0,0,0.0,0.2492,0.3,-0.0,-0.0536,0.0028,0.7066,0.49,0.023804,500,206,0,0,0.0,0.2492
2024-01-01 00:12:56,776,NORMAL,Training,0.364,0.388,0.05,0.364,0.039,0.082,0.068,0.148,0.153,0.196,251,0,251,2,500,251,0,0,0.0,0.2591,0.3,-0.0,-0.0547,0.0137,0.7034,0.4895,0.027327,500,251,0,0,0.0,0.259
2024-01-01 00:12:57,777,NORMAL,Training,0.334,0.412,0.044,0.338,0.034,0.027,0.108,0.12,0.087,0.2,221,0,221,5,1500,221,0,0,0.0,0.252,0.3,-0.0,-0.0507,0.0027,0.6703,0.489,0.028335,500,221,0,0,0.0,0.2538
2024-01-01 00:12:58,778,NORMAL,Training,0.36,0.406,0.045,0.382,0.035,0.038,0.086,0.167,0.209,0.193,225,0,225,2,500,225,0,0,0.0,0.2491,0.3,-0.0,-0.0573,0.0064,0.7441,0.4885,0.029957,500,225,0,0,0.0,0.2491
2024-01-01 00:12:59,779,NORMAL,Training,0.39,0.451,0.051,0.39,0.039,0.032,0.111,0.202,0.21,0.191,254,0,254,2,500,254,0,0,0.0,0.2469,0.3,-0.0,-0.0584,0.0053,0.7808,0.488,0.026773,500,254,0,0,0.0,0.2469
2024-01-01 00:13:00,780,NORMAL,Training,0.318,0.426,0.054,0.342,0.042,0.1,0.083,0.18,0.132,0.195,270,0,270,2,500,270,0,0,0.0,0.2654,0.3,-0.0,-0.0514,0.0167,0.7215,0.4876,0.025192,500,270,0,0,0.0,0.2653
2024-01-01 00:13:01,781,NORMAL,Training,0.346,0.427,0.059,0.384,0.045,0.054,0.126,0.092,0.231,0.196,293,0,293,2,500,293,0,0,0.0,0.2513,0.3,-0.0,-0.0577,0.009,0.7445,0.4871,0.022562,500,293,0,0,0.0,0.2513
2024-01-01 00:13:02,782,NORMAL,Training,0.415,0.484,0.056,0.371,0.043,0.08,0.101,0.288,0.171,0.188,279,0,279,2,500,279,0,0,0.0,0.2576,0.3,-0.0,-0.0557,0.0133,0.7917,0.4866,0.025459,500,279,0,0,0.0,0.2576
2024-01-01 00:13:03,783,NORMAL,Training,0.39,0.437,0.071,0.426,0.054,0.095,0.081,0.253,0.122,0.192,354,0,354,2,500,354,0,0,0.0,0.2519,0.3,-0.0,-0.064,0.0158,0.7991,0.4861,0.027281,500,354,0,0,0.0,0.2518
2024-01-01 00:13:04,784,NORMAL,Training,0.382,0.43,0.053,0.392,0.041,0.0,0.077,0.221,0.159,0.193,267,0,267,1,250,250,17,17,0.0637,0.2221,0.2809,-0.0,-0.0588,0.0,0.7582,0.4856,0.024928,500,267,0,0,0.0,0.2412
2024-01-01 00:13:05,785,NORMAL,Training,0.396,0.479,0.059,0.395,0.046,0.068,0.067,0.154,0.163,0.196,297,0,297,2,500,297,0,0,0.0,0.252,0.3,-0.0,-0.0593,0.0113,0.7805,0.4851,0.026251,500,297,0,0,0.0,0.252
2024-01-01 00:13:06,786,NORMAL,Training,0.356,0.396,0.057,0.344,0.044,0.047,0.052,0.168,0.184,0.195,285,0,285,2,500,285,0,0,0.0,0.2563,0.3,-0.0,-0.0516,0.0079,0.709,0.4846,0.026335,500,285,0,0,0.0,0.2563
2024-01-01 00:13:07,787,NORMAL,Training,0.351,0.437,0.057,0.401,0.044,0.06,0.13,0.135,0.148,0.198,283,0,283,2,500,283,0,0,0.0,0.2499,0.3,-0.0,-0.0601,0.01,0.7635,0.4841,0.026577,500,283,0,0,0.0,0.2499
2024-01-01 00:13:08,788,NORMAL,Training,0.35,0.442,0.039,0.386,0.03,0.081,0.073,0.193,0.167,0.194,196,0,196,7,3000,196,0,0,0.0,0.2421,0.3,-0.0,-0.0579,0.0,0.7772,0.4837,0.026185,500,196,0,0,0.0,0.2556
2024-01-01 00:13:09,789,NORMAL,Training,0.348,0.39,0.042,0.367,0.032,0.085,0.087,0.125,0.145,0.199,210,0,210,2,500,210,0,0,0.0,0.2592,0.3,-0.0,-0.055,0.0142,0.7187,0.4832,0.029927,500,210,0,0,0.0,0.2592
2024-01-01 00:13:10,790,NORMAL,Training,0.354,0.415,0.039,0.361,0.03,0.055,0.014,0.218,0.148,0.194,193,0,193,5,1500,193,0,0,0.0,0.2513,0.3,-0.0,-0.0542,0.0055,0.7363,0.4827,0.021734,500,193,0,0,0.0,0.255
2024-01-01 00:13:11,791,NORMAL,Training,0.333,0.492,0.044,0.351,0.034,0.051,0.086,0.19,0.133,0.196,219,0,219,2,500,219,0,0,0.0,0.2557,0.3,-0.0,-0.0527,0.0084,0.7686,0.4822,0.024363,500,219,0,0,0.0,0.2557
2024-01-01 00:13:12,792,NORMAL,Training,0.373,0.43,0.045,0.378,0.035,0.063,0.025,0.242,0.114,0.193,227,0,227,2,500,227,0,0,0.0,0.2538,0.3,-0.0,-0.0566,0.0104,0.7616,0.4817,0.028482,500,227,0,0,0.0,0.2538
2024-01-01 00:13:13,793,NORMAL,Training,0.399,0.454,0.063,0.436,0.048,0.079,0.097,0.178,0.174,0.194,314,0,314,6,2000,314,0,0,0.0,0.2399,0.3,-0.0,-0.0653,0.0053,0.8153,0.4813,0.024496,500,314,0,0,0.0,0.2479
2024-01-01 00:13:14,794,NORMAL,Training,0.363,0.419,0.057,0.388,0.044,0.058,0.085,0.137,0.146,0.198,284,0,284,2,500,284,0,0,0.0,0.2513,0.3,-0.0,-0.0583,0.0096,0.7479,0.4808,0.028662,500,284,0,0,0.0,0.2513
2024-01-01 00:13:15,795,NORMAL,Training,0.346,0.42,0.05,0.366,0.038,0.07,0.087,0.132,0.222,0.195,250,0,250,2,500,250,0,0,0.0,0.2567,0.3,-0.0,-0.0549,0.0116,0.75,0.4803,0.030189,500,250,0,0,0.0,0.2567
2024-01-01 00:13:16,796,NORMAL,Training,0.348,0.418,0.046,0.381,0.035,0.092,0.098,0.195,0.175,0.194,230,0,230,2,500,230,0,0,0.0,0.2581,0.3,-0.0,-0.0571,0.0153,0.7744,0.4798,0.024507,500,230,0,0,0.0,0.2582
2024-01-01 00:13:17,797,NORMAL,Training,0.319,0.392,0.046,0.349,0.036,0.056,0.104,0.169,0.178,0.195,232,0,232,0,100,100,132,132,0.569,0.0878,0.1293,-0.0,-0.0524,0.0109,0.7257,0.4793,0.023333,500,232,0,0,0.0,0.257
2024-01-01 00:13:18,798,NORMAL,Training,0.336,0.388,0.041,0.385,0.032,0.021,0.052,0.263,0.127,0.192,207,0,207,2,500,207,0,0,0.0,0.2458,0.3,-0.0,-0.0577,0.0035,0.7567,0.4788,0.025698,500,207,0,0,0.0,0.2458
2024-01-01 00:13:19,799,NORMAL,Training,0.395,0.471,0.057,0.384,0.044,0.066,0.083,0.174,0.117,0.197,283,0,283,5,1500,283,0,0,0.0,0.249,0.3,-0.0,-0.0576,0.0066,0.7787,0.4784,0.026246,500,283,0,0,0.0,0.2534
2024-01-01 00:13:20,800,NORMAL,Training,0.306,0.356,0.05,0.345,0.039,0.016,0.087,0.179,0.112,0.197,251,0,251,2,500,251,0,0,0.0,0.2509,0.3,-0.0,-0.0518,0.0027,0.6926,0.4779,0.0242,500,251,0,0,0.0,0.2509
2024-01-01 00:13:21,801,NORMAL,Training,0.326,0.416,0.049,0.338,0.038,0.07,0.077,0.229,0.143,0.193,246,0,246,0,100,100,146,146,0.5935,0.0848,0.122,-0.0,-0.0506,0.0134,0.7424,0.4774,0.025032,500,246,0,0,0.0,0.261
2024-01-01 00:13:22,802,NORMAL,Training,0.334,0.428,0.054,0.39,0.042,0.078,0.066,0.253,0.105,0.193,271,0,271,2,500,271,0,0,0.0,0.2544,0.3,-0.0,-0.0586,0.0129,0.7895,0.4769,0.020568,500,271,0,0,0.0,0.2543
2024-01-01 00:13:23,803,NORMAL,Training,0.376,0.368,0.063,0.365,0.049,0.105,0.068,0.255,0.112,0.193,316,0,316,2,500,316,0,0,0.0,0.2627,0.3,-0.0,-0.0548,0.0175,0.7377,0.4765,0.022107,500,316,0,0,0.0,0.2627
2024-01-01 00:13:24,804,NORMAL,Training,0.339,0.391,0.054,0.368,0.041,0.063,0.116,0.175,0.111,0.197,268,0,268,2,500,268,0,0,0.0,0.2553,0.3,-0.0,-0.0551,0.0105,0.7364,0.476,0.02249,500,268,0,0,0.0,0.2554
2024-01-01 00:13:25,805,NORMAL,Training,0.353,0.462,0.051,0.399,0.039,0.1,0.051,0.27,0.108,0.192,254,0,254,2,500,254,0,0,0.0,0.2568,0.3,-0.0,-0.0599,0.0167,0.8219,0.4755,0.025171,500,254,0,0,0.0,0.2568
2024-01-01 00:13:26,806,NORMAL,Training,0.361,0.447,0.047,0.394,0.036,0.063,0.058,0.231,0.224,0.19,233,0,233,2,500,233,0,0,0.0,0.2514,0.3,-0.0,-0.0591,0.0104,0.8179,0.475,0.022981,500,233,0,0,0.0,0.2513
2024-01-01 00:13:27,807,NORMAL,Training,0.316,0.443,0.038,0.339,0.029,0.019,0.056,0.308,0.14,0.189,191,0,191,1,250,191,0,0,0.0,0.2527,0.3,-0.0,-0.0509,0.0036,0.7673,0.4746,0.023684,500,191,0,0,0.0,0.2523
2024-01-01 00:13:28,808,NORMAL,Training,0.393,0.428,0.046,0.417,0.036,0.051,0.018,0.227,0.134,0.193,232,0,232,2,500,232,0,0,0.0,0.2459,0.3,-0.0,-0.0626,0.0085,0.7991,0.4741,0.018353,500,232,0,0,0.0,0.2459
2024-01-01 00:13:29,809,NORMAL,Training,0.357,0.421,0.064,0.38,0.049,0.044,0.096,0.157,0.161,0.196,321,0,321,2,500,321,0,0,0.0,0.2504,0.3,-0.0,-0.057,0.0074,0.7609,0.4736,0.024623,500,321,0,0,0.0,0.2504
2024-01-01 00:13:30,810,NORMAL,Training,0.337,0.428,0.05,0.332,0.039,0.032,0.058,0.194,0.148,0.195,252,0,252,2,500,252,0,0,0.0,0.2555,0.3,-0.0,-0.0498,0.0053,0.7349,0.4731,0.022886,500,252,0,0,0.0,0.2555
2024-01-01 00:13:31,811,NORMAL,Training,0.33,0.414,0.044,0.34,0.034,0.024,0.145,0.201,0.157,0.194,220,0,220,5,1500,220,0,0,0.0,0.2514,0.3,-0.0,-0.0511,0.0024,0.7446,0.4727,0.02434,500,220,0,0,0.0,0.253
2024-01-01 00:13:32,812,NORMAL,Training,0.374,0.476,0.049,0.415,0.037,0.042,0.0,0.144,0.209,0.195,243,0,243,2,500,243,0,0,0.0,0.2448,0.3,-0.0,-0.0622,0.0069,0.8113,0.4722,0.025627,500,243,0,0,0.0,0.2447
2024-01-01 00:13:33,813,NORMAL,Training,0.344,0.481,0.055,0.369,0.042,0.019,0.126,0.203,0.25,0.19,276,0,276,7,3000,276,0,0,0.0,0.2447,0.3,-0.0,-0.0553,0.0,0.8112,0.4717,0.022947,500,276,0,0,0.0,0.2478
