timestamp,step,scenario,cpu_pct,memory_pct,latency_ms,queue_depth,incoming_req,rate_limit,observed_load,error,p_term,i_term,d_term,integral,accepted_req,rejected_req,rejection_rate
2024-01-01 00:22:12,1332,Peak Load,67.69,70.74,91.88,255,1271,2147.36,0.498,0.102,153.0675,1000.0,-5.7045,100.0,1271,0,0.0
2024-01-01 00:22:13,1333,Peak Load,49.88,50.74,197.69,254,1234,2260.31,0.4384,0.1616,242.4375,1000.0,17.874,100.0,1234,0,0.0
2024-01-01 00:22:14,1334,Peak Load,50.66,57.3,138.09,163,1816,2286.21,0.4141,0.1859,278.9175,1000.0,7.296,100.0,1816,0,0.0
2024-01-01 00:22:15,1335,Peak Load,46.94,52.77,161.93,295,1774,2265.64,0.4214,0.1786,267.855,1000.0,-2.2125,100.0,1774,0,0.0
2024-01-01 00:22:16,1336,Peak Load,56.77,43.13,132.61,239,1368,2290.81,0.4087,0.1913,286.9875,1000.0,3.8265,100.0,1368,0,0.0
2024-01-01 00:22:17,1337,Peak Load,38.39,59.53,141.8,353,1787,2289.93,0.407,0.193,289.44,1000.0,0.4905,100.0,1787,0,0.0
2024-01-01 00:22:18,1338,Peak Load,50.22,56.9,137.7,302,1325,2244.21,0.4322,0.1678,251.745,1000.0,-7.539,100.0,1325,0,0.0
2024-01-01 00:22:19,1339,Peak Load,43.55,51.83,160.95,245,1616,2311.05,0.3992,0.2008,301.1625,1000.0,9.8835,100.0,1616,0,0.0
2024-01-01 00:22:20,1340,Peak Load,46.01,66.04,135.44,362,1225,2213.09,0.4482,0.1518,227.7675,1000.0,-14.679,100.0,1225,0,0.0
2024-01-01 00:22:21,1341,Peak Load,52.33,50.49,165.14,314,1730,2244.16,0.439,0.161,241.425,1000.0,2.7315,100.0,1730,0,0.0
2024-01-01 00:22:22,1342,Peak Load,61.9,51.12,181.25,220,1233,2189.18,0.4681,0.1319,197.8875,1000.0,-8.7075,100.0,1233,0,0.0
2024-01-01 00:22:23,1343,Peak Load,43.25,50.92,183.47,153,1424,2332.37,0.3934,0.2066,309.96,1000.0,22.4145,100.0,1424,0,0.0
2024-01-01 00:22:24,1344,Peak Load,64.59,61.87,158.7,184,1527,2140.17,0.4877,0.1123,168.465,1000.0,-28.299,100.0,1527,0,0.0
2024-01-01 00:22:25,1345,Peak Load,33.97,61.82,170.11,378,1091,2298.95,0.4152,0.1848,277.2,1000.0,21.747,100.0,1091,0,0.0
2024-01-01 00:22:26,1346,Peak Load,59.89,53.38,166.85,187,1557,2206.39,0.4545,0.1455,218.19,1000.0,-11.802,100.0,1557,0,0.0
2024-01-01 00:22:27,1347,Peak Load,58.0,66.61,207.29,234,1239,2121.48,0.5083,0.0917,137.595,1000.0,-16.119,100.0,1239,0,0.0
2024-01-01 00:22:28,1348,Peak Load,41.68,64.46,153.97,359,1547,2264.32,0.4379,0.1621,243.2025,1000.0,21.1215,100.0,1547,0,0.0
2024-01-01 00:22:29,1349,Peak Load,55.31,52.03,197.4,270,1370,2198.21,0.4629,0.1371,205.71,1000.0,-7.4985,100.0,1370,0,0.0
2024-01-01 00:22:30,1350,Peak Load,58.28,53.2,153.89,308,1432,2210.63,0.4601,0.1399,209.8125,1000.0,0.8205,100.0,1432,0,0.0
2024-01-01 00:22:31,1351,Peak Load,56.67,51.07,141.83,376,1756,2222.03,0.4533,0.1467,219.9975,1000.0,2.037,100.0,1756,0,0.0
2024-01-01 00:22:32,1352,Peak Load,59.87,51.56,169.36,356,1378,2178.26,0.4765,0.1235,185.2125,1000.0,-6.957,100.0,1378,0,0.0
2024-01-01 00:22:33,1353,Peak Load,47.78,67.41,177.21,380,1171,2176.51,0.4814,0.1186,177.96,1000.0,-1.4505,100.0,1171,0,0.0
2024-01-01 00:22:34,1354,Peak Load,57.03,68.84,179.8,258,1218,2143.86,0.5003,0.0997,149.5425,1000.0,-5.6835,100.0,1218,0,0.0
2024-01-01 00:22:35,1355,Peak Load,61.58,48.98,176.32,201,1765,2228.77,0.4563,0.1437,215.565,1000.0,13.2045,100.0,1765,0,0.0
2024-01-01 00:22:36,1356,Peak Load,62.21,54.18,144.81,368,1382,2171.47,0.4808,0.1192,178.815,1000.0,-7.35,100.0,1382,0,0.0
2024-01-01 00:22:37,1357,Peak Load,44.17,42.1,160.32,189,1332,2381.2,0.3684,0.2316,347.4675,1000.0,33.7305,100.0,1332,0,0.0
2024-01-01 00:22:38,1358,Peak Load,59.01,51.84,190.64,233,1472,2170.98,0.4664,0.1336,200.3925,1000.0,-29.415,100.0,1472,0,0.0
2024-01-01 00:22:39,1359,Peak Load,68.46,52.06,191.76,183,1764,2152.36,0.4931,0.1069,160.365,1000.0,-8.0055,100.0,1764,0,0.0
2024-01-01 00:22:40,1360,Peak Load,49.32,61.89,176.8,315,1596,2214.54,0.463,0.137,205.5075,1000.0,9.0285,100.0,1596,0,0.0
2024-01-01 00:22:41,1361,Peak Load,49.56,62.21,157.99,325,1386,2216.78,0.4567,0.1433,214.905,1000.0,1.8795,100.0,1386,0,0.0
2024-01-01 00:22:42,1362,Peak Load,56.02,51.36,182.53,215,1515,2230.65,0.448,0.152,228.0225,1000.0,2.6235,100.0,1515,0,0.0
2024-01-01 00:22:43,1363,Peak Load,53.61,50.85,179.64,288,1344,2228.39,0.4478,0.1522,228.33,1000.0,0.0615,100.0,1344,0,0.0
2024-01-01 00:22:44,1364,Peak Load,52.27,47.62,251.93,344,1524,2171.13,0.4796,0.1204,180.66,1000.0,-9.534,100.0,1524,0,0.0
2024-01-01 00:22:45,1365,Peak Load,62.72,40.84,105.09,257,1195,2300.98,0.4127,0.1873,280.9275,1000.0,20.0535,100.0,1195,0,0.0
2024-01-01 00:22:46,1366,Peak Load,51.49,56.16,209.7,213,1552,2200.47,0.4574,0.1426,213.8775,1000.0,-13.41,100.0,1552,0,0.0
2024-01-01 00:22:47,1367,Peak Load,53.54,57.19,166.76,365,1453,2193.93,0.4685,0.1315,197.2575,1000.0,-3.324,100.0,1453,0,0.0
2024-01-01 00:22:48,1368,Peak Load,67.66,49.26,204.9,279,1410,2132.88,0.5043,0.0957,143.61,1000.0,-10.7295,100.0,1410,0,0.0
2024-01-01 00:22:49,1369,Peak Load,58.57,52.73,103.02,100,1732,2325.28,0.4033,0.1967,295.005,1000.0,30.279,100.0,1732,0,0.0
2024-01-01 00:22:50,1370,Peak Load,63.4,68.06,182.62,207,1395,2095.06,0.5144,0.0856,128.385,1000.0,-33.324,100.0,1395,0,0.0
2024-01-01 00:22:51,1371,Peak Load,53.69,47.83,232.87,419,1576,2178.13,0.4868,0.1132,169.8375,1000.0,8.2905,100.0,1576,0,0.0
2024-01-01 00:22:52,1372,Peak Load,53.55,45.85,230.07,290,1425,2216.98,0.4606,0.1394,209.1225,1000.0,7.857,100.0,1425,0,0.0
2024-01-01 00:22:53,1373,Peak Load,57.53,50.85,188.35,199,1702,2223.67,0.4525,0.1475,221.2425,1000.0,2.424,100.0,1702,0,0.0
2024-01-01 00:22:54,1374,Peak Load,52.89,63.09,178.18,278,1243,2183.22,0.4736,0.1264,189.555,1000.0,-6.3375,100.0,1243,0,0.0
2024-01-01 00:22:55,1375,Peak Load,59.84,48.88,169.88,287,1512,2214.75,0.4596,0.1404,210.555,1000.0,4.2,100.0,1512,0,0.0
2024-01-01 00:22:56,1376,Peak Load,40.16,53.43,208.6,265,1444,2285.16,0.4182,0.1818,272.7225,1000.0,12.4335,100.0,1444,0,0.0
2024-01-01 00:22:57,1377,Peak Load,55.15,54.19,154.09,286,1690,2218.25,0.4484,0.1516,227.3325,1000.0,-9.078,100.0,1690,0,0.0
2024-01-01 00:22:58,1378,Peak Load,45.48,52.49,143.82,346,1474,2288.95,0.4142,0.1858,278.6775,1000.0,10.269,100.0,1474,0,0.0
2024-01-01 00:22:59,1379,Peak Load,47.13,55.79,149.43,228,1202,2280.24,0.4133,0.1867,279.9825,1000.0,0.261,100.0,1202,0,0.0
2024-01-01 00:23:00,1380,Peak Load,45.44,64.67,163.81,318,1329,2213.43,0.4503,0.1497,224.52,1000.0,-11.0925,100.0,1329,0,0.0
2024-01-01 00:23:01,1381,Peak Load,60.09,48.02,187.24,294,1963,2192.54,0.4681,0.1319,197.8725,1000.0,-5.3295,100.0,1963,0,0.0
2024-01-01 00:23:02,1382,Peak Load,59.1,51.09,206.88,420,1174,2138.6,0.501,0.099,148.4775,1000.0,-9.879,100.0,1174,0,0.0
2024-01-01 00:23:03,1383,Peak Load,47.36,53.61,174.08,272,1240,2280.58,0.4276,0.1724,258.5625,1000.0,22.017,100.0,1240,0,0.0
2024-01-01 00:23:04,1384,Peak Load,65.38,45.34,180.86,356,1497,2153.47,0.486,0.114,170.985,1000.0,-17.5155,100.0,1497,0,0.0
2024-01-01 00:23:05,1385,Peak Load,46.35,45.89,180.23,248,1546,2318.13,0.4043,0.1957,293.6025,1000.0,24.5235,100.0,1546,0,0.0
2024-01-01 00:23:06,1386,Peak Load,43.02,61.06,190.86,305,1795,2221.36,0.4444,0.1556,233.4,1000.0,-12.0405,100.0,1795,0,0.0
2024-01-01 00:23:07,1387,Peak Load,50.77,50.32,171.22,283,1490,2256.52,0.4316,0.1684,252.6675,1000.0,3.8535,100.0,1490,0,0.0
2024-01-01 00:23:08,1388,Peak Load,47.67,41.27,171.1,317,1537,2303.85,0.4031,0.1969,295.32,1000.0,8.5305,100.0,1537,0,0.0
2024-01-01 00:23:09,1389,Peak Load,63.95,69.15,210.97,379,1665,2014.67,0.559,0.041,61.4475,1000.0,-46.7745,100.0,1665,0,0.0
2024-01-01 00:23:10,1390,Peak Load,68.08,68.45,216.99,339,1472,2043.96,0.5687,0.0312,46.875,1000.0,-2.9145,100.0,1472,0,0.0
2024-01-01 00:23:11,1391,Peak Load,54.11,53.16,207.36,254,1477,2235.31,0.4641,0.1359,203.9025,1000.0,31.4055,100.0,1477,0,0.0
2024-01-01 00:23:12,1392,Peak Load,35.64,67.62,182.37,325,1808,2258.51,0.4337,0.1663,249.4125,1000.0,9.102,100.0,1808,0,0.0
2024-01-01 00:23:13,1393,Peak Load,56.92,65.7,152.0,442,1736,2119.73,0.5058,0.0942,141.345,1000.0,-21.6135,100.0,1736,0,0.0
2024-01-01 00:23:14,1394,Peak Load,56.24,65.6,154.46,282,1809,2187.06,0.4804,0.1196,179.445,1000.0,7.62,100.0,1809,0,0.0
2024-01-01 00:23:15,1395,Peak Load,39.67,59.58,205.75,418,1205,2228.04,0.4534,0.1466,219.945,1000.0,8.1,100.0,1205,0,0.0
2024-01-01 00:23:16,1396,Peak Load,67.53,51.77,176.63,227,1306,2157.35,0.4881,0.1119,167.7825,1000.0,-10.4325,100.0,1306,0,0.0
2024-01-01 00:23:17,1397,Peak Load,57.92,47.93,212.52,261,1282,2204.12,0.468,0.132,198.0675,1000.0,6.057,100.0,1282,0,0.0
2024-01-01 00:23:18,1398,Peak Load,50.51,58.11,182.25,304,1666,2214.57,0.4588,0.1412,211.8225,1000.0,2.751,100.0,1666,0,0.0
2024-01-01 00:23:19,1399,Peak Load,63.43,53.61,159.51,307,1623,2170.33,0.4818,0.1182,177.2475,1000.0,-6.915,100.0,1623,0,0.0
2024-01-01 00:23:20,1400,Peak Load,43.13,49.58,169.53,290,1378,2318.84,0.4032,0.1968,295.245,1000.0,23.5995,100.0,1378,0,0.0
2024-01-01 00:23:21,1401,Peak Load,60.52,44.61,143.98,283,1497,2232.94,0.4378,0.1622,243.3225,1000.0,-10.3845,100.0,1497,0,0.0
2024-01-01 00:23:22,1402,Peak Load,43.26,51.63,179.61,280,1564,2289.21,0.4123,0.1877,281.565,1000.0,7.6485,100.0,1564,0,0.0
2024-01-01 00:23:23,1403,Peak Load,49.65,66.25,206.55,256,1554,2157.75,0.4811,0.1189,178.3875,1000.0,-20.6355,100.0,1554,0,0.0
2024-01-01 00:23:24,1404,Peak Load,55.98,64.44,174.16,351,1545,2150.15,0.4968,0.1032,154.86,1000.0,-4.7055,100.0,1545,0,0.0
2024-01-01 00:23:25,1405,Peak Load,66.96,65.01,198.34,290,1640,2077.83,0.5396,0.0604,90.6675,1000.0,-12.8385,100.0,1640,0,0.0
2024-01-01 00:23:26,1406,Peak Load,53.63,67.77,195.05,282,1448,2167.35,0.497,0.103,154.5675,1000.0,12.78,100.0,1448,0,0.0
2024-01-01 00:23:27,1407,Peak Load,45.41,59.93,168.36,373,1284,2241.08,0.4489,0.1511,226.665,1000.0,14.4195,100.0,1284,0,0.0
2024-01-01 00:23:28,1408,Peak Load,56.17,64.12,128.66,429,1459,2160.63,0.4856,0.1144,171.6375,1000.0,-11.0055,100.0,1459,0,0.0
2024-01-01 00:23:29,1409,Peak Load,56.32,60.1,215.28,325,1745,2138.9,0.5038,0.0962,144.36,1000.0,-5.4555,100.0,1745,0,0.0
2024-01-01 00:23:30,1410,Peak Load,59.39,68.46,209.43,427,1727,2065.12,0.5478,0.0522,78.33,1000.0,-13.206,100.0,1727,0,0.0
2024-01-01 00:23:31,1411,Peak Load,40.83,74.44,176.79,399,1554,2205.28,0.4773,0.1227,184.125,1000.0,21.159,100.0,1554,0,0.0
2024-01-01 00:23:32,1412,Peak Load,63.81,51.38,213.06,295,1866,2138.56,0.5026,0.0974,146.1525,1000.0,-7.5945,100.0,1866,0,0.0
2024-01-01 00:23:33,1413,Peak Load,58.87,62.78,129.63,306,1634,2198.09,0.4737,0.1263,189.435,1000.0,8.6565,100.0,1634,0,0.0
2024-01-01 00:23:34,1414,Peak Load,57.19,62.99,183.84,314,1790,2148.12,0.4967,0.1033,155.01,1000.0,-6.885,100.0,1790,0,0.0
2024-01-01 00:23:35,1415,Peak Load,37.22,60.42,185.07,257,1623,2306.67,0.4124,0.1876,281.3925,1000.0,25.2765,100.0,1623,0,0.0
2024-01-01 00:23:36,1416,Peak Load,65.31,63.6,191.3,365,1731,2055.35,0.538,0.062,93.0225,1000.0,-37.674,100.0,1731,0,0.0
2024-01-01 00:23:37,1417,Peak Load,54.83,51.51,176.56,364,1551,2226.99,0.4636,0.1364,204.66,1000.0,22.3275,100.0,1551,0,0.0
2024-01-01 00:23:38,1418,Peak Load,47.2,44.6,220.84,281,1627,2266.38,0.4293,0.1707,256.095,1000.0,10.287,100.0,1627,0,0.0
2024-01-01 00:23:39,1419,Peak Load,65.53,47.26,194.79,304,1638,2145.88,0.4905,0.1095,164.25,1000.0,-18.369,100.0,1638,0,0.0
2024-01-01 00:23:40,1420,Peak Load,65.57,47.15,213.51,377,1527,2127.93,0.5107,0.0893,133.9875,1000.0,-6.0525,100.0,1527,0,0.0
2024-01-01 00:23:41,1421,Peak Load,54.6,59.41,207.02,351,1678,2160.79,0.4958,0.1042,156.3225,1000.0,4.467,100.0,1678,0,0.0
2024-01-01 00:23:42,1422,Peak Load,47.89,63.45,231.95,328,1269,2164.19,0.4914,0.1086,162.8775,1000.0,1.311,100.0,1269,0,0.0
2024-01-01 00:23:43,1423,Peak Load,54.87,57.91,162.87,295,1287,2214.92,0.4625,0.1375,206.2425,1000.0,8.673,100.0,1287,0,0.0
2024-01-01 00:23:44,1424,Peak Load,60.68,57.74,148.1,339,1560,2171.82,0.4816,0.1184,177.555,1000.0,-5.7375,100.0,1560,0,0.0
2024-01-01 00:23:45,1425,Peak Load,60.0,53.87,173.69,272,1465,2194.31,0.4723,0.1277,191.52,1000.0,2.793,100.0,1465,0,0.0
2024-01-01 00:23:46,1426,Peak Load,56.06,57.68,192.28,293,1504,2176.8,0.4805,0.1195,179.25,1000.0,-2.454,100.0,1504,0,0.0
2024-01-01 00:23:47,1427,Peak Load,76.01,51.28,181.53,517,1660,2031.56,0.5625,0.0374,56.175,1000.0,-24.615,100.0,1660,0,0.0
2024-01-01 00:23:48,1428,Peak Load,44.95,62.61,171.23,375,1536,2248.48,0.4557,0.1443,216.4275,1000.0,32.0505,100.0,1536,0,0.0
2024-01-01 00:23:49,1429,Peak Load,52.52,68.01,215.79,379,1667,2103.25,0.5186,0.0814,122.115,1000.0,-18.8625,100.0,1667,0,0.0
2024-01-01 00:23:50,1430,Peak Load,52.52,61.05,235.34,329,1942,2149.34,0.5035,0.0965,144.8025,1000.0,4.5375,100.0,1942,0,0.0
2024-01-01 00:23:51,1431,Peak Load,62.92,58.29,206.87,330,1333,2117.06,0.5189,0.0811,121.68,1000.0,-4.6245,100.0,1333,0,0.0
2024-01-01 00:23:52,1432,Peak Load,55.44,58.39,187.11,343,1589,2182.63,0.485,0.115,172.47,1000.0,10.158,100.0,1589,0,0.0
2024-01-01 00:23:53,1433,Peak Load,62.39,61.51,204.87,241,1944,2126.2,0.5107,0.0893,133.9125,1000.0,-7.7115,100.0,1944,0,0.0
2024-01-01 00:23:54,1434,Peak Load,55.11,56.34,189.85,295,1897,2201.98,0.4729,0.1271,190.635,1000.0,11.3445,100.0,1897,0,0.0
2024-01-01 00:23:55,1435,Peak Load,67.38,60.04,197.17,362,1604,2072.01,0.5388,0.0612,91.7775,1000.0,-19.7715,100.0,1604,0,0.0
2024-01-01 00:23:56,1436,Peak Load,54.81,59.33,187.42,340,1632,2188.88,0.4849,0.1151,172.695,1000.0,16.1835,100.0,1632,0,0.0
2024-01-01 00:23:57,1437,Peak Load,61.2,52.66,222.23,271,1479,2149.75,0.4976,0.1024,153.5775,1000.0,-3.8235,100.0,1479,0,0.0
2024-01-01 00:23:58,1438,Peak Load,52.18,49.53,231.66,268,1455,2216.81,0.4625,0.1375,206.2725,1000.0,10.539,100.0,1455,0,0.0
2024-01-01 00:23:59,1439,Peak Load,66.5,53.07,195.81,266,1763,2132.93,0.5032,0.0968,145.155,1000.0,-12.2235,100.0,1763,0,0.0
2024-01-01 00:24:00,1440,Peak Load,63.27,62.27,217.84,332,1493,2086.46,0.5358,0.0642,96.24,1000.0,-9.783,100.0,1493,0,0.0
2024-01-01 00:24:01,1441,Peak Load,50.02,66.16,224.93,287,1608,2167.98,0.496,0.104,156.0225,1000.0,11.9565,100.0,1608,0,0.0
2024-01-01 00:24:02,1442,Peak Load,54.18,49.26,207.58,304,1411,2216.89,0.4622,0.1378,206.745,1000.0,10.1445,100.0,1411,0,0.0
2024-01-01 00:24:03,1443,Peak Load,44.79,46.24,191.37,324,1428,2288.68,0.4166,0.1834,275.025,1000.0,13.656,100.0,1428,0,0.0
2024-01-01 00:24:04,1444,Peak Load,61.87,56.76,220.08,319,1448,2095.59,0.5163,0.0837,125.4975,1000.0,-29.9055,100.0,1448,0,0.0
2024-01-01 00:24:05,1445,Peak Load,57.62,48.42,219.23,274,1790,2202.72,0.4734,0.1266,189.8475,1000.0,12.87,100.0,1790,0,0.0
2024-01-01 00:24:06,1446,Peak Load,54.04,64.72,169.63,291,1685,2179.1,0.4794,0.1206,180.8925,1000.0,-1.791,100.0,1685,0,0.0
2024-01-01 00:24:07,1447,Peak Load,66.16,68.98,204.81,442,1552,2012.93,0.5727,0.0273,40.9275,1000.0,-27.993,100.0,1552,0,0.0
2024-01-01 00:24:08,1448,Peak Load,65.62,50.76,216.44,192,1388,2183.35,0.4936,0.1064,159.615,1000.0,23.7375,100.0,1388,0,0.0
2024-01-01 00:24:09,1449,Peak Load,60.61,48.2,216.91,388,1513,2149.36,0.4993,0.1007,151.065,1000.0,-1.71,100.0,1513,0,0.0
2024-01-01 00:24:10,1450,Peak Load,49.17,54.1,175.39,328,1636,2250.16,0.4442,0.1558,233.64,1000.0,16.515,100.0,1636,0,0.0
2024-01-01 00:24:11,1451,Peak Load,54.51,69.17,183.05,418,1409,2100.99,0.5179,0.0821,123.0975,1000.0,-22.1085,100.0,1409,0,0.0
2024-01-01 00:24:12,1452,Peak Load,57.59,65.76,238.84,310,1730,2097.99,0.5319,0.0681,102.1725,1000.0,-4.185,100.0,1730,0,0.0
2024-01-01 00:24:13,1453,Peak Load,60.41,53.73,223.64,447,1715,2115.23,0.5246,0.0754,113.055,1000.0,2.1765,100.0,1715,0,0.0
2024-01-01 00:24:14,1454,Peak Load,61.62,62.25,161.6,364,1419,2145.34,0.5067,0.0933,139.9575,1000.0,5.3805,100.0,1419,0,0.0
2024-01-01 00:24:15,1455,Peak Load,52.41,72.71,198.1,292,1854,2137.5,0.5081,0.0919,137.91,1000.0,-0.4095,100.0,1854,0,0.0
2024-01-01 00:24:16,1456,Peak Load,49.59,54.47,243.43,340,1313,2184.0,0.4825,0.1175,176.3175,1000.0,7.6815,100.0,1313,0,0.0
2024-01-01 00:24:17,1457,Peak Load,61.57,54.86,252.42,302,1837,2101.26,0.5242,0.0758,113.7675,1000.0,-12.51,100.0,1837,0,0.0
2024-01-01 00:24:18,1458,Peak Load,71.46,51.71,200.7,362,1457,2095.98,0.534,0.066,98.9475,1000.0,-2.964,100.0,1457,0,0.0
2024-01-01 00:24:19,1459,Peak Load,59.46,56.13,199.4,342,1645,2161.23,0.4994,0.1006,150.8475,1000.0,10.38,100.0,1645,0,0.0
2024-01-01 00:24:20,1460,Peak Load,58.65,53.54,190.37,333,1623,2178.16,0.4843,0.1157,173.61,1000.0,4.5525,100.0,1623,0,0.0
2024-01-01 00:24:21,1461,Peak Load,53.87,60.03,152.84,297,1578,2218.02,0.4596,0.1404,210.615,1000.0,7.401,100.0,1578,0,0.0
2024-01-01 00:24:22,1462,Peak Load,50.57,69.2,208.12,352,1539,2125.54,0.5069,0.0931,139.7175,1000.0,-14.1795,100.0,1539,0,0.0
2024-01-01 00:24:23,1463,Peak Load,57.34,49.32,202.72,286,1582,2209.21,0.4682,0.1317,197.625,1000.0,11.5815,100.0,1582,0,0.0
2024-01-01 00:24:24,1464,Peak Load,37.03,49.97,252.0,392,1903,2249.68,0.4393,0.1607,241.005,1000.0,8.676,100.0,1903,0,0.0
2024-01-01 00:24:25,1465,Peak Load,68.65,62.61,194.76,281,1870,2066.41,0.5363,0.0637,95.505,1000.0,-29.1,100.0,1870,0,0.0
2024-01-01 00:24:26,1466,Peak Load,58.11,75.39,197.66,462,1611,2052.92,0.56,0.04,60.015,1000.0,-7.098,100.0,1611,0,0.0
2024-01-01 00:24:27,1467,Peak Load,68.32,69.84,178.19,315,1438,2077.88,0.5501,0.0499,74.9025,1000.0,2.9775,100.0,1438,0,0.0
2024-01-01 00:24:28,1468,Peak Load,47.84,62.66,203.25,348,1757,2204.77,0.4779,0.1221,183.1275,1000.0,21.645,100.0,1757,0,0.0
2024-01-01 00:24:29,1469,Peak Load,42.86,67.03,198.94,378,1772,2190.62,0.4738,0.1262,189.3675,1000.0,1.248,100.0,1772,0,0.0
2024-01-01 00:24:30,1470,Peak Load,68.73,57.32,145.97,350,1689,2125.31,0.5093,0.0907,135.99,1000.0,-10.6755,100.0,1689,0,0.0
2024-01-01 00:24:31,1471,Peak Load,49.53,59.12,199.11,266,1785,2223.7,0.4606,0.1394,209.085,1000.0,14.619,100.0,1785,0,0.0
2024-01-01 00:24:32,1472,Peak Load,53.33,55.27,196.33,422,1645,2162.85,0.4863,0.1137,170.5575,1000.0,-7.7055,100.0,1645,0,0.0
2024-01-01 00:24:33,1473,Peak Load,58.52,55.07,224.36,429,1784,2111.64,0.519,0.081,121.4625,1000.0,-9.819,100.0,1784,0,0.0
2024-01-01 00:24:34,1474,Peak Load,63.42,62.43,169.33,296,1615,2142.91,0.5071,0.0929,139.335,1000.0,3.5745,100.0,1615,0,0.0
2024-01-01 00:24:35,1475,Peak Load,52.16,50.76,154.84,269,1607,2283.12,0.4272,0.1728,259.155,1000.0,23.964,100.0,1607,0,0.0
2024-01-01 00:24:36,1476,Peak Load,57.46,52.7,213.63,324,1878,2149.27,0.4883,0.1117,167.5875,1000.0,-18.3135,100.0,1878,0,0.0
2024-01-01 00:24:37,1477,Peak Load,56.76,63.15,217.63,266,1643,2137.03,0.5052,0.0948,142.125,1000.0,-5.0925,100.0,1643,0,0.0
2024-01-01 00:24:38,1478,Peak Load,48.21,57.55,189.44,374,1394,2217.4,0.4634,0.1366,204.855,1000.0,12.546,100.0,1394,0,0.0
2024-01-01 00:24:39,1479,Peak Load,58.26,62.35,239.29,306,1668,2093.43,0.5253,0.0747,112.005,1000.0,-18.57,100.0,1668,0,0.0
2024-01-01 00:24:40,1480,Peak Load,59.65,69.21,167.89,298,2227,2138.8,0.5104,0.0896,134.3325,1000.0,4.4655,100.0,2138,88,0.0395
2024-01-01 00:24:41,1481,Peak Load,56.04,45.17,195.12,187,1716,2270.72,0.4347,0.1653,247.9875,1000.0,22.731,100.0,1716,0,0.0
2024-01-01 00:24:42,1482,Peak Load,64.74,52.06,198.74,409,1320,2098.97,0.5175,0.0825,123.81,1000.0,-24.8355,100.0,1320,0,0.0
2024-01-01 00:24:43,1483,Peak Load,47.73,56.87,190.55,337,1419,2236.14,0.4551,0.1449,217.4175,1000.0,18.7215,100.0,1419,0,0.0
2024-01-01 00:24:44,1484,Peak Load,60.06,57.46,229.86,367,1714,2093.6,0.5238,0.0762,114.24,1000.0,-20.6355,100.0,1714,0,0.0
2024-01-01 00:24:45,1485,Peak Load,46.82,61.98,203.73,346,1884,2206.5,0.4726,0.1274,191.1225,1000.0,15.3765,100.0,1884,0,0.0
2024-01-01 00:24:46,1486,Peak Load,52.68,68.03,257.25,401,1480,2063.96,0.5432,0.0568,85.155,1000.0,-21.1935,100.0,1480,0,0.0
2024-01-01 00:24:47,1487,Peak Load,40.98,66.15,217.53,312,1913,2227.1,0.4644,0.1356,203.445,1000.0,23.658,100.0,1913,0,0.0
2024-01-01 00:24:48,1488,Peak Load,51.62,55.66,230.2,291,1658,2177.89,0.4786,0.1214,182.145,1000.0,-4.26,100.0,1658,0,0.0
2024-01-01 00:24:49,1489,Peak Load,67.27,60.14,252.14,426,1683,2007.19,0.5758,0.0242,36.3525,1000.0,-29.1585,100.0,1683,0,0.0
2024-01-01 00:24:50,1490,Peak Load,39.91,50.96,237.88,266,1618,2306.06,0.4259,0.1741,261.1125,1000.0,44.952,100.0,1618,0,0.0
2024-01-01 00:24:51,1491,Peak Load,61.35,69.01,197.99,321,1675,2065.87,0.5344,0.0656,98.4075,1000.0,-32.541,100.0,1675,0,0.0
2024-01-01 00:24:52,1492,Peak Load,61.49,57.68,246.99,312,1711,2106.84,0.5297,0.0703,105.435,1000.0,1.4055,100.0,1711,0,0.0
2024-01-01 00:24:53,1493,Peak Load,62.29,55.99,240.97,369,1846,2098.03,0.5338,0.0662,99.2625,1000.0,-1.2345,100.0,1846,0,0.0
2024-01-01 00:24:54,1494,Peak Load,60.32,61.46,197.07,323,1935,2138.99,0.5118,0.0882,132.3675,1000.0,6.621,100.0,1935,0,0.0
2024-01-01 00:24:55,1495,Peak Load,63.89,51.7,221.73,219,1577,2159.68,0.4966,0.1034,155.13,1000.0,4.5525,100.0,1577,0,0.0
2024-01-01 00:24:56,1496,Peak Load,66.54,58.01,220.11,181,1615,2121.76,0.5151,0.0849,127.32,1000.0,-5.562,100.0,1615,0,0.0
2024-01-01 00:24:57,1497,Peak Load,61.6,62.18,245.71,350,1662,2071.01,0.5464,0.0536,80.3925,1000.0,-9.3855,100.0,1662,0,0.0
2024-01-01 00:24:58,1498,Peak Load,48.28,57.52,179.25,253,1480,2271.28,0.4404,0.1596,239.4675,1000.0,31.815,100.0,1480,0,0.0
2024-01-01 00:24:59,1499,Peak Load,71.05,57.09,223.96,333,1341,2036.11,0.5533,0.0467,70.005,1000.0,-33.8925,100.0,1341,0,0.0
2024-01-01 00:25:00,1500,Peak Load,66.51,43.81,200.99,362,1746,2171.21,0.4971,0.1029,154.3425,1000.0,16.8675,100.0,1746,0,0.0
2024-01-01 00:25:01,1501,Peak Load,53.25,46.18,193.87,321,1547,2244.69,0.4469,0.1531,229.635,1000.0,15.0585,100.0,1547,0,0.0
